user_id,anomaly_score,is_anomaly
1,0.14374914333553057,False
2,0.15910893720419894,False
3,0.10282801923541152,False
4,0.01812384358279806,False
5,0.10349712972140102,False
6,0.08110211606547135,False
7,0.08461565142033683,False
8,0.0409499875553081,False
9,0.09914418679399983,False
10,0.08905803574376264,False
11,0.16558862138213043,False
12,0.11503372971713866,False
13,0.08322079585360226,False
14,0.1258599727420448,False
15,0.09224939503043611,False
16,0.08571291751381882,False
17,0.16679772017663202,False
18,0.14904789354408665,False
19,0.07792366872244644,False
20,0.1720794346763705,False
21,0.15046591614330113,False
22,-0.023449461052259424,True
23,0.1354829952529079,False
24,0.14261739251976135,False
25,0.014976167271569474,False
26,0.12109125271256815,False
27,0.12790533107789515,False
28,0.06776709234389283,False
29,0.1153610737196259,False
30,-0.027009458608138748,True
31,0.13906481279033406,False
32,0.05616112877421442,False
33,0.0769612581758986,False
34,0.12277027486634845,False
35,0.14099040555395886,False
36,0.13486834654073476,False
37,0.16891863954180497,False
38,0.16462228143566932,False
39,0.10883396702233272,False
40,0.07750041531811241,False
41,0.15482910585016996,False
43,0.16104400202241903,False
44,0.13828934643295088,False
45,0.1365341882136621,False
47,0.11744321951968767,False
49,0.12893782040141133,False
50,0.06862287488394658,False
51,0.020572344792859742,False
52,0.13801339743432162,False
53,0.133530949579784,False
54,0.12307657287853657,False
55,0.1385691543229034,False
56,0.011409605761542374,False
57,0.06828689007481498,False
58,0.14644343271291405,False
59,0.11866416569567251,False
60,0.14565440671824426,False
61,0.1345884633976594,False
62,0.02718730982348816,False
63,-0.08399432529123474,True
64,0.15505312335948934,False
65,0.09734575920473448,False
66,0.01529565322144455,False
67,0.13812971652769923,False
68,0.14849479023511247,False
69,0.09996768264540995,False
70,0.10157677174697977,False
71,0.11746989178750322,False
72,0.06802365716479919,False
73,0.11380537508782657,False
74,0.019958937588398395,False
75,0.07848291211400299,False
76,0.10656131286395248,False
77,0.1519339172159584,False
78,0.06216389987498672,False
79,0.13206143074732135,False
81,0.09902043399242905,False
82,0.046492480741815445,False
83,0.14672349738450313,False
84,0.15825875538613005,False
85,0.0596772534137473,False
86,0.12093971645928048,False
87,0.1385091139178457,False
88,0.09581934964276417,False
90,0.1520574401047855,False
91,0.15537697811019585,False
